position_number,position_description,name,dob,nationality,value
12,Central Midfield,Jon Erice,"Nov 3, 1986 (33)",Spain,£293k
24,Attacking Midfield,Maikel Mesa,"May 3, 1991 (28)",Spain,£495k
8,Attacking Midfield,Manu Fuster,"Oct 22, 1997 (22)",Spain,£428k
22,Attacking Midfield,Chema Núñez,"Sep 16, 1997 (22)",Spain,£428k
21,Left Winger,Dani Ojeda,"Dec 3, 1994 (25)",Spain,£293k
11,Right Winger,Álvaro Jiménez,"May 19, 1995 (24)",Spain,£360k
9,Right Winger,David Querol,"Feb 25, 1989 (31)",Spain,£293k
19,Right Winger,Pedro Sánchez,"Dec 12, 1986 (33)",Spain,£293k
7,Right Winger,Néstor Susaeta,"Dec 11, 1984 (35)",Spain,£270k
10,Centre-Forward,Roman Zozulya,"Nov 17, 1989 (30)",Ukraine,£653k
15,Centre-Forward,Javi Acuña,"Jun 23, 1988 (31)",Paraguay / Spain,£270k
25,Goalkeeper,Raúl Lizoain,"Jan 27, 1991 (29)",Spain,£360k
1,Goalkeeper,Limones,"Oct 17, 1986 (33)",Spain,£270k
6,Centre-Back,Modibo Sagnan,"Apr 14, 1999 (21)",France / Mali,£2.43m
4,Centre-Back,Sergio González,"Apr 20, 1992 (27)",Spain,£270k
5,Centre-Back,Odei Onaindia,"Dec 7, 1989 (30)",Spain,£270k
26,Left-Back,Enric Franquesa,"Feb 26, 1997 (23)",Spain,£293k
3,Left-Back,Gorka Kijera,"May 26, 1986 (33)",Spain,£270k
20,Right-Back,Alexander González,"Sep 13, 1992 (27)",Venezuela,£293k
2,Right-Back,Carlos Julio Martínez,"Feb 4, 1994 (26)",Dominican Republic / Spain,£180k
15,Defensive Midfield,Mickaël Malsa,"Oct 12, 1995 (24)",Martinique / France,£720k
8,Defensive Midfield,Lorenzo Crisetig,"Jan 20, 1993 (27)",Italy,£585k
7,Central Midfield,Álvaro Peña,"Oct 24, 1991 (28)",Spain,£428k
28,Central Midfield,Antonio Sánchez,"Apr 22, 1997 (22)",Spain,£428k
23,Central Midfield,Jon Guridi,"Feb 28, 1995 (25)",Spain,£293k
17,Left Winger,Iñigo Vicente,"Jan 6, 1998 (22)",Spain,£900k
11,Left Winger,Martín Merquelanz,"Jun 12, 1995 (24)",Spain,£720k
14,Left Winger,Joaquín Muñoz,"Mar 10, 1999 (21)",Spain,£270k
19,Left Winger,Ernest Ohemeng,"Jan 17, 1996 (24)",Ghana,£90k
10,Right Winger,Álvaro Rey,"Jul 11, 1989 (30)",Spain,£293k
22,Centre-Forward,Marcos André,"Oct 20, 1996 (23)",Brazil,£585k
9,Centre-Forward,Matheus Aias,"Dec 30, 1996 (23)",Brazil,£495k
18,Centre-Forward,Mario Barco,"Dec 23, 1992 (27)",Spain,£293k
13,Goalkeeper,Ander Cantero,"Jan 9, 1995 (25)",Spain,£360k
1,Goalkeeper,Alberto Varo,"Mar 18, 1993 (27)",Spain,£180k
3,Centre-Back,José Carlos Ramírez,"May 19, 1996 (23)",Spain,£585k
12,Centre-Back,Mathieu Peybernes,"Oct 21, 1990 (29)",France,£585k
4,Centre-Back,Marcelo Djaló,"Oct 8, 1993 (26)",Guinea-Bissau / Spain,£293k
23,Centre-Back,Josete,"May 28, 1988 (31)",Spain,£180k
14,Left-Back,Vasyl Kravets,"Aug 20, 1997 (22)",Ukraine,£1.44m
15,Left-Back,Roberto Canella,"Feb 7, 1988 (32)",Spain,£495k
22,Right-Back,Edu Campabadal,"Jan 26, 1993 (27)",Spain,£428k
20,Right-Back,Gerard Valentín,"Jul 28, 1993 (26)",Spain,£360k
2,Right-Back,Serge Leuko,"Aug 4, 1993 (26)",Cameroon,£270k
5,Defensive Midfield,Carlos Pita,"Dec 8, 1984 (35)",Spain,£180k
8,Defensive Midfield,Fernando Seoane,"Mar 25, 1983 (37)",Spain,£180k
18,Central Midfield,Álex López,"Jun 2, 1997 (22)",Spain,£293k
-,Central Midfield,Borja Domínguez,"May 30, 1992 (27)",Spain,£270k
6,Central Midfield,Jaume Grau,"May 5, 1997 (22)",Spain,£270k
17,Central Midfield,Jaime Seoane,"Jan 22, 1997 (23)",Spain,£270k
28,Central Midfield,Hacen,"Dec 31, 1997 (22)",Mauritania,£180k
-,Attacking Midfield,Antonio Campillo,"Dec 16, 1990 (29)",Spain,£360k
21,Attacking Midfield,Hugo Rama,"Nov 22, 1996 (23)",Spain,£270k
19,Left Winger,Yanis Rahmani,"May 13, 1995 (24)",Algeria / France,£293k
11,Right Winger,Lass Bangoura,"Mar 30, 1992 (28)",Guinea / Spain,£495k
24,Right Winger,Iriome González,"Jun 22, 1987 (32)",Spain,£293k
7,Centre-Forward,Cristian Herrera,"Mar 13, 1991 (29)",Spain,£720k
16,Centre-Forward,Carlos Castro,"Jun 1, 1995 (24)",Spain,£495k
10,Centre-Forward,José Ángel Carrillo,"Jan 7, 1994 (26)",Spain / Philippines,£293k
9,Centre-Forward,Manu Barreiro,"Jul 8, 1986 (33)",Spain,£270k
13,Goalkeeper,Edgar Badia,"Feb 12, 1992 (28)",Spain,£720k
1,Goalkeeper,Miguel San Román,"Jul 14, 1997 (22)",Spain,£270k
12,Centre-Back,Dani Calvo,"Apr 1, 1994 (26)",Spain,£585k
5,Centre-Back,Gonzalo Verdú,"Oct 21, 1988 (31)",Spain,£293k
24,Centre-Back,Josema,"Jun 6, 1996 (23)",Spain,£270k
23,Left-Back,Juan Cruz,"Jul 28, 1992 (27)",Spain,£428k
3,Left-Back,Andoni López,"Apr 5, 1996 (24)",Spain,£360k
27,Right-Back,Óscar Gil,"Apr 26, 1997 (22)",Spain,£360k
2,Right-Back,Tekio,"Jul 30, 1990 (29)",Spain,£293k
21,Defensive Midfield,Omenuke Mfulu,"Mar 20, 1994 (26)",DR Congo / France,£293k
6,Defensive Midfield,Manuel Sánchez,"Sep 13, 1988 (31)",Spain,£270k
4,Central Midfield,Ramón Folch,"Oct 4, 1989 (30)",Spain,£495k
8,Left Winger,Víctor Rodríguez,"Jul 23, 1989 (30)",Spain,£1.08m
16,Left Winger,Fidel,"Oct 27, 1989 (30)",Spain,£585k
11,Left Winger,Pere Milla,"Sep 23, 1992 (27)",Spain,£428k
17,Left Winger,Josan,"Dec 3, 1989 (30)",Spain,£360k
10,Right Winger,Iván Sánchez,"Sep 23, 1992 (27)",Spain,£585k
22,Centre-Forward,Jonathas,"Mar 6, 1989 (31)",Brazil,£1.44m
20,Centre-Forward,Dani Escriche,"Mar 24, 1998 (22)",Spain,£653k
19,Centre-Forward,Claudio Medina,"Sep 4, 1993 (26)",Spain,£270k
7,Centre-Forward,Nino,"Jun 10, 1980 (39)",Spain,£90k
13,Goalkeeper,Luca Zidane,"May 13, 1998 (21)",France / Spain,£1.62m
1,Goalkeeper,Iván Crespo,"Dec 10, 1984 (35)",Spain,£90k
24,Centre-Back,Alexis Ruano,"Aug 4, 1985 (34)",Spain,£428k
4,Centre-Back,Iñaki Olaortua,"Aug 3, 1993 (26)",Spain,£270k
21,Centre-Back,Jordi Figueras,"May 16, 1987 (32)",Spain,£270k
30,Centre-Back,Manu Hernando,"Jul 19, 1998 (21)",Spain,£180k
3,Left-Back,Moisés Delgado,"Apr 18, 1994 (26)",Spain,£360k
22,Left-Back,Abraham Minero,"Feb 22, 1986 (34)",Spain,£180k
2,Right-Back,Aitor Buñuel,"Feb 10, 1998 (22)",Spain,£810k
12,Right-Back,David Carmona,"Jan 11, 1997 (23)",Spain,£585k
8,Defensive Midfield,Aristote Nkaka,"Mar 27, 1996 (24)",Belgium / DR Congo,£428k
16,Defensive Midfield,Daniel Toribio,"Oct 5, 1988 (31)",Spain,£293k
6,Central Midfield,Sergio Ruiz,"Dec 16, 1994 (25)",Spain,£293k
20,Central Midfield,Mario Ortiz,"Mar 24, 1989 (31)",Spain,£270k
23,Central Midfield,Ritchie Kitoko,"Jun 11, 1988 (31)",Belgium / DR Congo,£180k
11,Left Winger,Borja Galán,"Apr 26, 1993 (26)",Spain,£495k
17,Left Winger,Enzo Lombardo,"Apr 16, 1997 (23)",France,£495k
14,Right Winger,Giorgi Papunashvili,"Sep 2, 1995 (24)",Georgia,£360k
7,Right Winger,Nico Hidalgo,"Apr 30, 1992 (27)",Spain,£270k
5,Right Winger,Nando García,"Jun 13, 1994 (25)",Spain,£180k
10,Second Striker,Álvaro Cejudo,"Jan 29, 1984 (36)",Spain,£90k
19,Centre-Forward,Guillermo Fernández,"May 23, 1993 (26)",Spain,£360k
9,Centre-Forward,Jon Ander Pérez,"Jan 16, 1990 (30)",Spain,£270k
15,Centre-Forward,David Rodríguez,"Feb 14, 1986 (34)",Spain,£270k
18,Centre-Forward,David Barral,"May 10, 1983 (36)",Spain,£90k
13,Goalkeeper,Dani Barrio,"Feb 10, 1987 (33)",Spain,£360k
1,Goalkeeper,Juan Carlos,"Jul 27, 1987 (32)",Spain,£293k
16,Centre-Back,Bernardo Cruz,"Jul 17, 1993 (26)",Spain,£428k
4,Centre-Back,Derik Osede,"Feb 21, 1993 (27)",Spain / Nigeria,£360k
5,Centre-Back,Admonio Vicente,"Nov 10, 1993 (26)",Guinea-Bissau,£180k
3,Left-Back,Adrián Castellano,"Jun 26, 1994 (25)",Spain,£270k
23,Left-Back,Héctor Hernández,"May 23, 1991 (28)",Spain,£270k
2,Right-Back,Alex Sola,"Jun 9, 1999 (20)",Spain,£405k
17,Right-Back,Iván Calero,"Apr 21, 1995 (24)",Spain,£360k
6,Defensive Midfield,Alberto Escassi,"Feb 28, 1989 (31)",Spain,£428k
7,Defensive Midfield,Erik Morán,"May 25, 1991 (28)",Spain,£293k
20,Central Midfield,Gus Ledes,"Sep 28, 1992 (27)",Portugal / Brazil,£428k
12,Central Midfield,Antonio Otegui,"Mar 7, 1998 (22)",Spain / Morocco,£315k
27,Central Midfield,Ander Vidorreta,"Jul 12, 1997 (22)",Spain,£180k
22,Attacking Midfield,Curro,"Jan 3, 1996 (24)",Spain,£585k
21,Attacking Midfield,Marc Mateu,"Jun 16, 1990 (29)",Spain,£495k
24,Attacking Midfield,Álvaro Aguado,"May 1, 1996 (23)",Spain,£428k
14,Attacking Midfield,Alberto Noguera,"Sep 24, 1989 (30)",Spain,£270k
26,Left Winger,Moha Sanhaji,"Apr 15, 1999 (21)",Morocco / Spain,£473k
10,Left Winger,Alain Oyarzun,"Sep 27, 1993 (26)",Spain,£360k
11,Right Winger,Nacho Sánchez,"Feb 11, 1993 (27)",Spain,£293k
15,Second Striker,Néstor Albiach,"Aug 18, 1992 (27)",Spain,£180k
18,Centre-Forward,Igor Zlatanovic,"Feb 10, 1998 (22)",Serbia,£653k
9,Centre-Forward,Higinio Marín,"Oct 19, 1993 (26)",Spain,£495k
1,Goalkeeper,Dani Jiménez,"Mar 5, 1990 (30)",Spain,£293k
31,Goalkeeper,Ximo Miralles,"Apr 14, 1996 (24)",Spain,£270k
30,Goalkeeper,Samuel Casado,"Jan 16, 1997 (23)",Spain,£180k
6,Centre-Back,Adrián Diéguez,"Feb 4, 1996 (24)",Spain,£428k
20,Centre-Back,Unai Elgezabal,"Apr 25, 1993 (26)",Spain,£293k
19,Centre-Back,David Fernández,"Apr 6, 1985 (35)",Spain,£270k
3,Left-Back,Carlos Pomares,"Dec 5, 1992 (27)",Spain,£428k
16,Left-Back,Carlos Bellvís,"Apr 24, 1985 (34)",Spain,£270k
2,Right-Back,Laure,"Mar 22, 1985 (35)",Spain,£270k
22,Right-Back,Paris Adot,"Feb 26, 1990 (30)",Spain,£270k
34,Defensive Midfield,Luis Perea,"Aug 25, 1997 (22)",Spain,£360k
24,Defensive Midfield,Reko,"Jul 25, 1995 (24)",Portugal,£270k
7,Central Midfield,Richard Boateng,"Jul 10, 1992 (27)",Ghana,£585k
5,Central Midfield,Juan Aguilera,"Sep 13, 1985 (34)",Spain,£180k
8,Central Midfield,Albert Dorca,"Dec 23, 1982 (37)",Spain,£180k
23,Attacking Midfield,Stoichkov,"Nov 5, 1993 (26)",Spain,£720k
18,Left Winger,Álex Mula,"Jul 23, 1996 (23)",Spain,£360k
17,Left Winger,Samuel Sosa,"Dec 17, 1999 (20)",Venezuela,£315k
10,Right Winger,Sergiy Myakushko,"Apr 15, 1993 (27)",Ukraine,£428k
11,Right Winger,Ernesto Gómez,"Jul 18, 1994 (25)",Spain,£360k
26,Second Striker,Óscar Arribas,"Oct 22, 1998 (21)",Spain,£315k
9,Centre-Forward,Jack Harper,"Feb 28, 1996 (24)",Scotland / Spain,£720k
14,Centre-Forward,Dani Romera,"Aug 23, 1995 (24)",Spain,£428k
15,Centre-Forward,Rui Costa,"Feb 20, 1996 (24)",Portugal,£360k
21,Centre-Forward,Fran Sandaza,"Nov 30, 1984 (35)",Spain,£180k
13,Goalkeeper,Pol Freixanet,"Aug 22, 1991 (28)",Spain,£270k
32,Goalkeeper,Joan Femenías,"Aug 18, 1996 (23)",Spain,£180k
15,Centre-Back,Chico,"Mar 6, 1987 (33)",Spain,£428k
18,Centre-Back,José León,"Feb 3, 1995 (25)",Spain,£293k
26,Centre-Back,Alejandro Sotillos,"Jan 28, 1998 (22)",Spain,£180k
4,Centre-Back,David Prieto,"Jan 2, 1983 (37)",Spain,£90k
5,Centre-Back,Juanma,"Oct 18, 1982 (37)",Spain,£90k
3,Left-Back,Cristian Glauder,"Oct 18, 1995 (24)",Spain,£495k
19,Right-Back,Mikel Iribas,"Apr 13, 1988 (32)",Spain,£293k
27,Right-Back,Dani Fernández,"Apr 30, 1997 (22)",Spain,£180k
14,Central Midfield,Pablo Clavería,"Apr 1, 1996 (24)",Spain,£495k
17,Central Midfield,José Rodríguez,"Dec 16, 1994 (25)",Spain,£495k
22,Central Midfield,Pathé Ciss,"Mar 16, 1994 (26)",Senegal,£293k
8,Attacking Midfield,Cristóbal Márquez,"Apr 21, 1984 (35)",Spain,£90k
23,Left Winger,José Fran,"Jun 1, 1992 (27)",Spain,£360k
6,Left Winger,Iban Salvador,"Dec 11, 1995 (24)",Equatorial Guinea / Spain,£270k
20,Left Winger,Anderson Emanuel,"Apr 9, 1996 (24)",Angola / Portugal,£180k
7,Right Winger,Hugo Fraile,"Mar 16, 1987 (33)",Spain,£360k
28,Right Winger,Alberto,"Jul 9, 1999 (20)",Spain,£180k
10,Centre-Forward,Randy Nteka,"Dec 6, 1997 (22)",France / Angola,£1.44m
21,Centre-Forward,Oriol Riera,"Jul 3, 1986 (33)",Spain,£428k
11,Centre-Forward,Sekou Gassama,"May 6, 1995 (24)",Senegal / Spain,£360k
9,Centre-Forward,Jeisson Martínez,"Dec 28, 1994 (25)",Peru / Spain,£293k
24,Centre-Forward,Caye Quintana,"Dec 20, 1993 (26)",Spain,£293k
40,Goalkeeper,Gonzalo Collao,"Sep 9, 1997 (22)",Chile,£135k
1,Goalkeeper,Casto,"Jun 18, 1982 (37)",Spain,£90k
28,Goalkeeper,Louis Thébault-Yamaguchi,"May 28, 1998 (21)",Japan,£90k
12,Centre-Back,Borja Granero,"Jun 30, 1990 (29)",Spain,£495k
5,Centre-Back,Fran Cruz,"Jun 22, 1991 (28)",Spain,£293k
6,Centre-Back,José Antonio Pardo,"Apr 21, 1988 (31)",Spain,£270k
-,Centre-Back,Charalampos Stampoulidis,"Jun 22, 1996 (23)",Greece / Australia,£90k
2,Right-Back,Ale Díez,"Feb 17, 1996 (24)",Spain,£495k
4,Right-Back,Ángel Bastos,"May 3, 1992 (27)",Spain,£428k
30,Defensive Midfield,Emmanuel Lomotey,"Dec 19, 1997 (22)",Ghana,£293k
8,Central Midfield,Giovanni Zarfino,"Aug 10, 1991 (28)",Uruguay / Spain,£653k
20,Central Midfield,Roberto Olabe,"May 5, 1996 (23)",Spain,£585k
15,Central Midfield,Cristian Rodríguez,"Mar 15, 1996 (24)",Spain,£270k
21,Central Midfield,Sergio Gil,"May 10, 1996 (23)",Spain,£270k
22,Central Midfield,David Rocha,"Feb 7, 1985 (35)",Spain,£270k
7,Attacking Midfield,Leilei Gao,"Jul 15, 1980 (39)",China,£90k
14,Left Winger,Nono,"May 28, 1991 (28)",Spain,£428k
17,Right Winger,Víctor Pastrana,"Sep 27, 1996 (23)",Spain,£293k
10,Second Striker,Kike Márquez,"Jul 23, 1989 (30)",Spain,£495k
16,Second Striker,Pinchi,"Jan 17, 1996 (24)",Spain,£360k
9,Centre-Forward,Alex Alegría,"Oct 14, 1992 (27)",Spain,£585k
23,Centre-Forward,Álex López,"Sep 18, 1993 (26)",Spain,£428k
11,Centre-Forward,Airam Cabrera,"Oct 21, 1987 (32)",Spain,£293k
13,Goalkeeper,Manu García,"Feb 11, 1991 (29)",Spain,£270k
1,Goalkeeper,Gianfranco Gazzaniga,"Nov 22, 1993 (26)",Argentina / Italy,£180k
25,Goalkeeper,René,"Dec 15, 1983 (36)",Spain,£180k
5,Centre-Back,Fabián Noguera,"Mar 20, 1993 (27)",Argentina,£495k
22,Centre-Back,Franco Russo,"Oct 25, 1994 (25)",Argentina / Italy,£360k
4,Centre-Back,Pablo Trigueros,"Apr 4, 1993 (27)",Spain,£293k
14,Left-Back,Luis Valcarce,"Feb 3, 1993 (27)",Spain,£293k
3,Left-Back,José Antonio Ríos Reina,"May 10, 1990 (29)",Spain,£270k
2,Right-Back,Son,"Mar 30, 1994 (26)",Spain,£495k
12,Right-Back,Iván Rodríguez,"Apr 30, 1996 (23)",Spain,£360k
28,Right-Back,Maximiliano Villa,"Mar 3, 1997 (23)",Uruguay / Italy,£270k
8,Central Midfield,Pablo Larrea,"Feb 4, 1994 (26)",Spain,£360k
6,Central Midfield,Óscar Sielva,"Aug 6, 1991 (28)",Spain,£293k
16,Central Midfield,Fran Manzanara,"Sep 12, 1996 (23)",Spain,£270k
23,Central Midfield,Saúl Crespo,"Jul 23, 1996 (23)",Spain,£270k
24,Central Midfield,Francesc Fullana,"Oct 9, 1989 (30)",Spain,£270k
15,Left Winger,Nacho Gil,"Sep 9, 1995 (24)",Spain,£428k
26,Left Winger,Javi Navarro,"Jan 1, 1997 (23)",Spain,£180k
11,Right Winger,Ivi López,"Jun 29, 1994 (25)",Spain,£585k
7,Right Winger,Omar Ramos,"Jan 26, 1988 (32)",Spain,£360k
20,Right Winger,Pablo Valcarce,"Feb 3, 1993 (27)",Spain,£360k
9,Second Striker,Kaxe,"Jan 21, 1994 (26)",Spain,£360k
18,Centre-Forward,Asier Benito,"Feb 11, 1995 (25)",Spain,£293k
10,Centre-Forward,Yuri,"Aug 8, 1982 (37)",Brazil / Portugal,£180k
1,Goalkeeper,Wojciech Szczesny,"Apr 18, 1990 (30)",Poland,£28.80m
77,Goalkeeper,Gianluigi Buffon,"Jan 28, 1978 (42)",Italy,£720k
31,Goalkeeper,Carlo Pinsoglio,"Mar 16, 1990 (30)",Italy,£360k
4,Centre-Back,Matthijs de Ligt,"Aug 12, 1999 (20)",Netherlands,£60.75m
28,Centre-Back,Merih Demiral,"Mar 5, 1998 (22)",Turkey,£24.30m
19,Centre-Back,Leonardo Bonucci,"May 1, 1987 (32)",Italy,£18.00m
24,Centre-Back,Daniele Rugani,"Jul 29, 1994 (25)",Italy,£10.80m
3,Centre-Back,Giorgio Chiellini,"Aug 14, 1984 (35)",Italy,£3.60m
12,Left-Back,Alex Sandro,"Jan 26, 1991 (29)",Brazil,£36.00m
13,Right-Back,Danilo,"Jul 15, 1991 (28)",Brazil,£14.40m
2,Right-Back,Mattia De Sciglio,"Oct 20, 1992 (27)",Italy,£8.55m
5,Central Midfield,Miralem Pjanic,"Apr 2, 1990 (30)",Bosnia-Herzegovina / Luxembourg,£46.80m
30,Central Midfield,Rodrigo Bentancur,"Jun 25, 1997 (22)",Uruguay,£36.00m
8,Central Midfield,Aaron Ramsey,"Dec 26, 1990 (29)",Wales,£25.20m
25,Central Midfield,Adrien Rabiot,"Apr 3, 1995 (25)",France,£22.95m
14,Central Midfield,Blaise Matuidi,"Apr 9, 1987 (33)",France / Angola,£9.45m
6,Central Midfield,Sami Khedira,"Apr 4, 1987 (33)",Germany / Tunisia,£4.95m
7,Left Winger,Cristiano Ronaldo,"Feb 5, 1985 (35)",Portugal,£54.00m
33,Right Winger,Federico Bernardeschi,"Feb 16, 1994 (26)",Italy,£25.20m
11,Right Winger,Douglas Costa,"Sep 14, 1990 (29)",Brazil,£21.60m
16,Right Winger,Juan Cuadrado,"May 26, 1988 (31)",Colombia,£13.05m
10,Second Striker,Paulo Dybala,"Nov 15, 1993 (26)",Argentina / Italy,£64.80m
21,Centre-Forward,Gonzalo Higuaín,"Dec 10, 1987 (32)",Argentina / France,£22.95m
1,Goalkeeper,Samir Handanovic,"Jul 14, 1984 (35)",Slovenia,£4.32m
27,Goalkeeper,Daniele Padelli,"Oct 25, 1985 (34)",Italy,£585k
46,Goalkeeper,Tommaso Berni,"Mar 6, 1983 (37)",Italy,£90k
6,Centre-Back,Stefan de Vrij,"Feb 5, 1992 (28)",Netherlands,£43.20m
37,Centre-Back,Milan Skriniar,"Feb 11, 1995 (25)",Slovakia,£43.20m
95,Centre-Back,Alessandro Bastoni,"Apr 13, 1999 (21)",Italy,£28.35m
2,Centre-Back,Diego Godín,"Feb 16, 1986 (34)",Uruguay / Spain,£7.20m
13,Centre-Back,Andrea Ranocchia,"Feb 16, 1988 (32)",Italy,£2.16m
33,Right-Back,Danilo D'Ambrosio,"Sep 9, 1988 (31)",Italy,£9.45m
77,Defensive Midfield,Marcelo Brozovic,"Nov 16, 1992 (27)",Croatia,£43.20m
32,Defensive Midfield,Lucien Agoume,"Feb 9, 2002 (18)",France / Cameroon,£2.88m
23,Central Midfield,Nicolò Barella,"Feb 7, 1997 (23)",Italy,£32.40m
12,Central Midfield,Stefano Sensi,"Aug 5, 1995 (24)",Italy,£21.60m
8,Central Midfield,Matías Vecino,"Aug 24, 1991 (28)",Uruguay / Italy,£16.65m
5,Central Midfield,Roberto Gagliardini,"Apr 7, 1994 (26)",Italy,£10.80m
20,Central Midfield,Borja Valero,"Jan 12, 1985 (35)",Spain,£1.08m
11,Right Midfield,Victor Moses,"Dec 12, 1990 (29)",Nigeria / England,£6.12m
87,Right Midfield,Antonio Candreva,"Feb 28, 1987 (33)",Italy,£4.95m
34,Left Midfield,Cristiano Biraghi,"Sep 1, 1992 (27)",Italy,£8.55m
18,Left Midfield,Kwadwo Asamoah,"Dec 9, 1988 (31)",Ghana,£5.85m
15,Left Midfield,Ashley Young,"Jul 9, 1985 (34)",England / Jamaica,£2.88m
24,Attacking Midfield,Christian Eriksen,"Feb 14, 1992 (28)",Denmark,£61.20m
7,Left Winger,Alexis Sánchez,"Dec 19, 1988 (31)",Chile,£14.40m
9,Centre-Forward,Romelu Lukaku,"May 13, 1993 (26)",Belgium / DR Congo,£61.20m
10,Centre-Forward,Lautaro Martínez,"Aug 22, 1997 (22)",Argentina,£57.60m
30,Centre-Forward,Sebastiano Esposito,"Jul 2, 2002 (17)",Italy,£8.10m
1,Goalkeeper,Alex Meret,"Mar 22, 1997 (23)",Italy,£25.20m
25,Goalkeeper,David Ospina,"Aug 31, 1988 (31)",Colombia,£2.52m
27,Goalkeeper,Orestis Karnezis,"Jul 11, 1985 (34)",Greece,£720k
26,Centre-Back,Kalidou Koulibaly,"Jun 20, 1991 (28)",Senegal / France,£50.40m
44,Centre-Back,Konstantinos Manolas,"Jun 14, 1991 (28)",Greece,£28.80m
19,Centre-Back,Nikola Maksimovic,"Nov 25, 1991 (28)",Serbia,£12.15m
13,Centre-Back,Sebastiano Luperto,"Sep 6, 1996 (23)",Italy,£3.60m
6,Left-Back,Mário Rui,"May 27, 1991 (28)",Portugal,£10.80m
31,Left-Back,Faouzi Ghoulam,"Feb 1, 1991 (29)",Algeria / France,£8.55m
22,Right-Back,Giovanni Di Lorenzo,"Aug 4, 1993 (26)",Italy,£14.40m
23,Right-Back,Elseid Hysaj,"Feb 2, 1994 (26)",Albania,£11.70m
2,Right-Back,Kévin Malcuit,"Jul 31, 1991 (28)",France / Morocco,£10.80m
68,Defensive Midfield,Stanislav Lobotka,"Nov 25, 1994 (25)",Slovakia,£14.40m
4,Defensive Midfield,Diego Demme,"Nov 21, 1991 (28)",Germany / Italy,£12.15m
8,Central Midfield,Fabián Ruiz,"Apr 3, 1996 (24)",Spain,£43.20m
5,Central Midfield,Allan,"Jan 8, 1991 (29)",Brazil / Portugal,£28.80m
20,Central Midfield,Piotr Zielinski,"May 20, 1994 (25)",Poland,£28.80m
12,Central Midfield,Eljif Elmas,"Sep 24, 1999 (20)",North Macedonia,£13.95m
24,Left Winger,Lorenzo Insigne,"Jun 4, 1991 (28)",Italy,£43.20m
11,Left Winger,Hirving Lozano,"Jul 30, 1995 (24)",Mexico,£25.20m
34,Left Winger,Amin Younes,"Aug 6, 1993 (26)",Germany / Lebanon,£5.40m
21,Right Winger,Matteo Politano,"Aug 3, 1993 (26)",Italy,£20.25m
7,Right Winger,José Callejón,"Feb 11, 1987 (33)",Spain,£8.55m
99,Centre-Forward,Arkadiusz Milik,"Feb 28, 1994 (26)",Poland,£28.80m
14,Centre-Forward,Dries Mertens,"May 6, 1987 (32)",Belgium,£18.00m
9,Centre-Forward,Fernando Llorente,"Feb 26, 1985 (35)",Spain,£3.60m
13,Goalkeeper,Pau López,"Dec 13, 1994 (25)",Spain,£17.10m
83,Goalkeeper,Antonio Mirante,"Jul 8, 1983 (36)",Italy,£585k
63,Goalkeeper,Daniel Fuzato,"Jul 4, 1997 (22)",Brazil / Italy,£360k
23,Centre-Back,Gianluca Mancini,"Apr 17, 1996 (24)",Italy,£20.25m
6,Centre-Back,Chris Smalling,"Nov 22, 1989 (30)",England,£14.40m
5,Centre-Back,Juan Jesus,"Jun 10, 1991 (28)",Brazil,£3.60m
20,Centre-Back,Federico Fazio,"Mar 17, 1987 (33)",Argentina / Italy,£2.88m
41,Centre-Back,Roger Ibañez,"Nov 23, 1998 (21)",Brazil / Uruguay,£1.62m
15,Centre-Back,Mert Cetin,"Jan 1, 1997 (23)",Turkey,£1.44m
37,Left-Back,Leonardo Spinazzola,"Mar 25, 1993 (27)",Italy,£13.05m
11,Left-Back,Aleksandar Kolarov,"Nov 10, 1985 (34)",Serbia,£5.85m
2,Right-Back,Davide Zappacosta,"Jun 11, 1992 (27)",Italy,£10.80m
18,Right-Back,Davide Santon,"Jan 2, 1991 (29)",Italy,£3.60m
33,Right-Back,Bruno Peres,"Mar 1, 1990 (30)",Brazil,£1.80m
42,Defensive Midfield,Amadou Diawara,"Jul 17, 1997 (22)",Guinea,£16.65m
7,Central Midfield,Lorenzo Pellegrini,"Jun 19, 1996 (23)",Italy,£28.80m
4,Central Midfield,Bryan Cristante,"Mar 3, 1995 (25)",Italy / Canada,£18.00m
21,Central Midfield,Jordan Veretout,"Mar 1, 1993 (27)",France,£18.00m
14,Central Midfield,Gonzalo Villar,"Mar 23, 1998 (22)",Spain,£2.43m
22,Attacking Midfield,Nicolò Zaniolo,"Jul 2, 1999 (20)",Italy,£40.50m
77,Attacking Midfield,Henrikh Mkhitaryan,"Jan 21, 1989 (31)",Armenia,£18.00m
27,Attacking Midfield,Javier Pastore,"Jun 20, 1989 (30)",Argentina / Italy,£7.20m
99,Left Winger,Justin Kluivert,"May 5, 1999 (20)",Netherlands / Suriname,£20.25m
8,Left Winger,Diego Perotti,"Jul 26, 1988 (31)",Argentina / Spain,£5.85m
17,Right Winger,Cengiz Ünder,"Jul 14, 1997 (22)",Turkey,£21.60m
31,Right Winger,Carles Pérez,"Feb 16, 1998 (22)",Spain,£8.10m
9,Centre-Forward,Edin Dzeko,"Mar 17, 1986 (34)",Bosnia-Herzegovina,£9.90m
19,Centre-Forward,Nikola Kalinic,"Jan 5, 1988 (32)",Croatia,£6.12m
99,Goalkeeper,Gianluigi Donnarumma,"Feb 25, 1999 (21)",Italy,£44.55m
